Name,Occupant-Start [hh],Occupant-End [hh],HVAC-Start [hh],HVAC-End [hh],Ventilation [m3/m2h],DomesticHotWater [Wh/m2d],LightingHours [h],Occupancy [Wh/m2d],Equipment [Wh/m2d],Heating-Setpoint [degC],Cooling-Setpoint [degC],Monday [-],Tuesday [-],Wednesday [-],Thursday [-],Friday [-],Saturday [-],Sunday [-],Holiday [-],Vacations [-]
교실(어린이집),8,15,8,15,10,30,6,100,20,20,26,1,1,1,1,1,0,0,0,
